"","filename","Date","Time","Site","Unit ID","User ID","°F-21A104910","mmHg-21A105443","DO %-21A106679","DO mg/L-21A106679","SPC-uS/cm-21A104910","C-uS/cm-21A104910","nLFC-uS/cm-21A104910","ohm-cm-21A104910","TDS mg/L-21A104910","SAL-PSU-21A104910","Density-21A104910","Density-T-21A104910","pH-21B101988","pH mV-21B101988","Phycocyanin RFU-21B101736","Phycocyanin ug/L-21B101736","Chlorophyll RFU-21B101736","Chlorophyll ug/L-21B101736","DEP m-20M103012","Vpos m-20M103012"
"7975","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:41:19,"Tank 31","Strauss lab 1",NA,74.29,751.7,92.1,7.83,196,190.3,196.5,5254,127,0.09,-2.5,-2.5,12.36,-407,0.01,-0.01,0.13,0.25,-0.03,-0.025
"7976","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:41:22,"Tank 31","Strauss lab 1",NA,74.364,751.7,93,7.89,196.1,190.6,196.6,5247,127,0.09,-2.5,-2.5,12.39,-409.1,0.08,0.06,0.14,0.32,-0.035,-0.046
"7977","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:41:25,"Tank 31","Strauss lab 1",NA,74.407,751.7,93.6,7.94,196.1,190.7,196.7,5243,127,0.09,-2.5,-2.5,12.42,-410.7,0.15,0.13,0.1,0.14,-0.035,-0.032
"7978","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:41:28,"Tank 31","Strauss lab 1",NA,74.436,751.6,94.7,8.04,196.1,190.8,196.7,5241,127,0.09,-2.5,-2.5,12.44,-411.8,0.21,0.19,0.07,0.01,-0.035,-0.023
"7979","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:41:31,"Tank 31","Strauss lab 1",NA,74.456,751.6,95.7,8.12,196.1,190.8,196.6,5241,127,0.09,-2.5,-2.5,12.46,-412.8,0.21,0.18,0,-0.27,-0.035,-0.026
"7980","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:42:03,"Tank 31","Strauss lab 1",NA,74.375,751.7,87.4,7.42,194.8,189.4,195.3,5281,127,0.09,-2.5,-2.5,12.28,-402.7,0.05,0.02,0.08,0.05,-0.032,-0.018
"7981","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:42:06,"Tank 31","Strauss lab 1",NA,74.506,751.6,88.5,7.5,194.8,189.7,195.4,5272,127,0.09,-2.5,-2.5,12.33,-405.2,-0.02,-0.04,0.1,0.16,-0.031,-0.018
"7982","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:42:09,"Tank 31","Strauss lab 1",NA,74.563,751.6,89.3,7.57,194.9,189.9,195.4,5267,127,0.09,-2.5,-2.5,12.36,-407,0.03,0,0.11,0.2,-0.034,-0.038
"7983","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:42:12,"Tank 31","Strauss lab 1",NA,74.589,751.6,90.8,7.69,195,190,195.5,5263,127,0.09,-2.5,-2.5,12.38,-408.5,-0.02,-0.04,0.12,0.21,-0.032,-0.049
"7984","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:42:15,"Tank 31","Strauss lab 1",NA,74.596,751.6,92,7.79,195.1,190.1,195.6,5259,127,0.09,-2.5,-2.5,12.4,-409.5,0.01,-0.01,0.16,0.37,-0.031,-0.032
"7985","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:42:18,"Tank 31","Strauss lab 1",NA,74.596,751.7,93.1,7.89,195.2,190.3,195.7,5256,127,0.09,-2.5,-2.5,12.42,-410.7,0.08,0.06,0.17,0.43,-0.032,-0.037
"7986","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:42:59,"Tank 31","Strauss lab 1",NA,72.711,751.7,112.9,9.76,162.2,154.8,162.9,6459,105,0.08,-2.3,-2.3,12.82,-432.8,0.19,0.16,1.18,4.62,-0.033,-0.02
"7987","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:02,"Tank 31","Strauss lab 1",NA,72.724,751.6,113.9,9.84,162.2,154.8,162.9,6460,105,0.08,-2.3,-2.3,12.85,-434.6,0.26,0.23,1.26,4.97,-0.034,-0.028
"7988","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:05,"Tank 31","Strauss lab 1",NA,72.741,751.6,115.8,10,162,154.7,162.8,6463,105,0.08,-2.3,-2.3,12.89,-436.5,0.28,0.26,1.29,5.1,-0.035,-0.024
"7989","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:08,"Tank 31","Strauss lab 1",NA,72.76,751.6,117.2,10.12,162,154.7,162.7,6466,105,0.08,-2.3,-2.3,12.91,-437.7,0.29,0.27,1.35,5.34,-0.034,-0.026
"7990","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:11,"Tank 31","Strauss lab 1",NA,72.781,751.7,118.5,10.23,161.9,154.6,162.6,6468,105,0.08,-2.3,-2.3,12.92,-438.6,0.29,0.26,1.23,4.83,-0.034,-0.042
"7991","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:14,"Tank 31","Strauss lab 1",NA,72.805,751.6,119.7,10.33,161.8,154.6,162.5,6469,105,0.08,-2.3,-2.3,12.93,-439.3,0.23,0.21,1.21,4.77,-0.036,-0.043
"7992","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:42,"Tank 31","Strauss lab 1",NA,72.552,751.6,104.9,9.08,161.4,153.8,162.1,6503,105,0.08,-2.3,-2.3,12.76,-429.1,0.16,0.13,0.62,2.3,-0.033,-0.017
"7993","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:45,"Tank 31","Strauss lab 1",NA,72.652,751.6,106.3,9.18,161.4,153.9,162.1,6496,105,0.08,-2.3,-2.3,12.81,-432,0.13,0.11,0.65,2.41,-0.033,-0.019
"7994","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:48,"Tank 31","Strauss lab 1",NA,72.73,751.6,107.2,9.26,161.3,154,162.1,6492,105,0.08,-2.3,-2.3,12.85,-434.1,0.14,0.12,0.58,2.14,-0.034,-0.042
"7995","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:51,"Tank 31","Strauss lab 1",NA,72.791,751.7,108.4,9.35,161.3,154.1,162,6491,105,0.08,-2.3,-2.3,12.88,-435.9,0.22,0.2,0.65,2.43,-0.034,-0.05
"7996","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:54,"Tank 31","Strauss lab 1",NA,72.833,751.5,109.8,9.47,161.2,154.1,161.9,6491,105,0.08,-2.3,-2.3,12.9,-437.2,0.26,0.24,0.67,2.51,-0.032,-0.025
"7997","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:43:57,"Tank 31","Strauss lab 1",NA,72.869,751.5,111.1,9.58,161.1,154,161.8,6492,105,0.08,-2.3,-2.3,12.92,-438.4,0.28,0.26,0.74,2.82,-0.033,-0.035
"7998","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:03,"Tank 35","Strauss lab 1",NA,72.609,751.6,128.9,11.14,161.2,153.7,161.9,6508,105,0.08,-2.3,-2.3,13.06,-446.6,0.36,0.34,2.5,10.12,-0.035,-0.023
"7999","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:06,"Tank 35","Strauss lab 1",NA,72.611,751.6,129.7,11.22,161.1,153.6,161.9,6509,105,0.08,-2.3,-2.3,13.07,-446.8,0.26,0.23,2.21,8.9,-0.035,-0.027
"8000","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:09,"Tank 35","Strauss lab 1",NA,72.612,751.6,130.5,11.29,161.1,153.6,161.8,6510,105,0.08,-2.3,-2.3,13.07,-446.8,0.28,0.26,2.07,8.33,-0.037,-0.05
"8001","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:12,"Tank 35","Strauss lab 1",NA,72.612,751.6,131.1,11.34,161.1,153.6,161.8,6511,105,0.08,-2.3,-2.3,13.06,-446.4,0.32,0.3,1.91,7.66,-0.036,-0.039
"8002","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:15,"Tank 35","Strauss lab 1",NA,72.613,751.6,131.6,11.38,161,153.5,161.8,6513,105,0.08,-2.3,-2.3,13.05,-446,0.33,0.31,1.86,7.45,-0.033,-0.018
"8003","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:18,"Tank 35","Strauss lab 1",NA,72.614,751.6,132.1,11.42,161,153.5,161.7,6515,105,0.08,-2.3,-2.3,13.05,-445.7,0.39,0.37,1.81,7.26,-0.036,-0.04
"8004","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:47,"Tank 35","Strauss lab 1",NA,72.842,751.6,112.3,9.69,160.5,153.4,161.2,6519,104,0.08,-2.3,-2.3,12.81,-432.4,0.2,0.18,0.8,3.04,-0.033,-0.039
"8005","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:50,"Tank 35","Strauss lab 1",NA,72.925,751.6,113.6,9.79,160.5,153.5,161.2,6513,104,0.08,-2.3,-2.3,12.86,-435.2,0.2,0.17,0.79,3,-0.033,-0.038
"8006","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:53,"Tank 35","Strauss lab 1",NA,72.906,751.6,118.6,10.23,160.6,153.6,161.3,6510,104,0.08,-2.3,-2.3,12.9,-437.2,0.27,0.25,0.8,3.04,-0.032,-0.037
"8007","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:56,"Tank 35","Strauss lab 1",NA,72.866,751.6,119.5,10.3,160.7,153.7,161.4,6508,104,0.08,-2.3,-2.3,12.93,-438.9,0.26,0.24,0.77,2.91,-0.033,-0.037
"8008","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:45:59,"Tank 35","Strauss lab 1",NA,72.831,751.7,120.1,10.36,160.8,153.7,161.5,6508,105,0.08,-2.3,-2.3,12.95,-440.1,0.27,0.25,0.84,3.24,-0.033,-0.028
"8009","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 082622 151107.csv","8/26/2022",11:46:02,"Tank 35","Strauss lab 1",NA,72.798,751.6,120.6,10.41,160.8,153.6,161.5,6510,105,0.08,-2.3,-2.3,12.96,-440.8,0.26,0.24,0.84,3.24,-0.034,-0.025
